location,size,total_sqft,bath,price,bhk,price_per_sqft
Subramanyapura,2 BHK,929.0,2.0,49.0,2,527.448869752422
Banjara Layout,4 Bedroom,3750.0,5.0,145.0,4,386.6666666666667
Whitefield,3 BHK,1530.0,3.0,75.0,3,490.19607843137254
PC Palaya,2 Bedroom,900.0,2.0,48.0,2,533.3333333333334
Vasanthapura,2 BHK,978.0,2.0,34.22,2,349.89775051124747
Sathya Sai Layout,4 BHK,4041.0,4.0,345.0,4,853.7490720118783
Ambalipura,1 BHK,770.0,1.0,43.82,1,569.0909090909091
Kaval Byrasandra,2 BHK,1066.0,2.0,55.0,2,515.9474671669793
Electronic City,1 BHK,635.0,1.0,28.0,1,440.9448818897638
Whitefield,2 BHK,1015.0,2.0,45.0,2,443.3497536945813
Hebbal,2 BHK,1175.0,2.0,54.05,2,460.0
Chikkabanavar,4 Bedroom,1200.0,4.0,130.0,4,1083.3333333333333
Vidyaranyapura,2 BHK,1188.0,2.0,50.0,2,420.8754208754209
Indira Nagar,5 Bedroom,2400.0,5.0,700.0,5,2916.6666666666665
Soppahalli,1 BHK,620.0,1.0,25.0,1,403.2258064516129
Ejipura,2 BHK,1210.0,2.0,75.0,2,619.8347107438017
Attibele,3 Bedroom,1000.0,3.0,90.0,3,900.0
Rajaji Nagar,3 BHK,1500.0,2.0,99.0,3,660.0
Electronic City,4 Bedroom,1800.0,3.0,190.0,4,1055.5555555555557
Thanisandra,2 BHK,1185.0,2.0,43.66,2,368.4388185654008
Basavangudi,3 BHK,1600.0,3.0,130.0,3,812.5
Gottigere,2 BHK,1100.0,2.0,28.0,2,254.54545454545453
Yelahanka,2 BHK,1300.0,2.0,69.23,2,532.5384615384615
Kasavanhalli,2 BHK,1100.0,2.0,68.0,2,618.1818181818181
Ambalipura,2 BHK,860.0,2.0,28.93,2,336.3953488372093
Panathur,2 BHK,1007.0,2.0,64.0,2,635.5511420059582
Akshaya Nagar,2 BHK,1100.0,2.0,48.0,2,436.3636363636364
Whitefield,2 BHK,1187.0,2.0,38.0,2,320.1347935973041
R.T. Nagar,2 BHK,1150.0,2.0,72.0,2,626.0869565217391
Nagavara,3 BHK,2400.0,3.0,252.0,3,1050.0
Aavalahalli,2 BHK,1180.0,2.0,41.94,2,355.4237288135593
Budigere,3 BHK,1820.0,3.0,85.2,3,468.13186813186815
Hennur Bande,6 Bedroom,1200.0,6.0,180.0,6,1500.0
Sector 1 HSR Layout,3 Bedroom,2400.0,6.0,775.0,3,3229.1666666666665
KR Puram,4 BHK,3628.0,4.0,246.0,4,678.0595369349504
Kodbisanhalli,3 BHK,1430.0,3.0,70.0,3,489.5104895104895
Kanakpura Road,2 BHK,700.0,2.0,40.0,2,571.4285714285714
Kattigenahalli,2 Bedroom,1200.0,1.0,70.0,2,583.3333333333334
Old Madras Road,2 BHK,1165.0,2.0,40.77,2,349.95708154506445
Jalahalli,3 BHK,1569.0,3.0,118.0,3,752.0713830465264
Basaveshwara Nagar Yelahanka,3 BHK,1950.0,4.0,95.0,3,487.1794871794872
Jayanti Nagar,2 Bedroom,1200.0,3.0,70.0,2,583.3333333333334
Yelahanka New Town,3 BHK,2437.0,3.0,125.0,3,512.9257283545343
Marathahalli,2 BHK,950.0,2.0,46.7,2,491.57894736842104
Bellandur,3 BHK,1685.0,3.0,115.0,3,682.4925816023739
Green Glen Layout,4 BHK,3270.0,4.0,205.0,4,626.9113149847095
Sarjapur  Road,2 BHK,1314.0,2.0,110.0,2,837.1385083713851
New Gurappana Palya,3 BHK,1250.0,3.0,40.0,3,320.0
Virudhu Nagar,2 BHK,1130.0,2.0,68.0,2,601.7699115044247
Doddakannelli,6 Bedroom,1200.0,9.0,122.0,6,1016.6666666666666
Sultan Palaya,6 Bedroom,890.0,5.0,160.0,6,1797.752808988764
kamanahalli main road,3 Bedroom,857.0,3.0,95.0,3,1108.5180863477246
Whitefield,3 BHK,2247.0,3.0,145.0,3,645.3048509123275
Marathahalli,3 BHK,1550.0,3.0,85.0,3,548.3870967741935
Hoodi,3 BHK,1715.0,2.0,100.0,3,583.0903790087464
Hennur Road,2 BHK,1053.0,2.0,53.0,2,503.32383665717
Begur Road,3 Bedroom,1200.0,3.0,50.0,3,416.6666666666667
HBR Layout,3 Bedroom,1800.0,2.0,230.0,3,1277.7777777777778
Chikkabanavar,5 Bedroom,2400.0,4.0,97.0,5,404.1666666666667
Kodbisanhalli,2 BHK,1245.0,1.0,60.0,2,481.9277108433735
Koramangala,2 BHK,1320.0,2.0,160.0,2,1212.121212121212
Whitefield,4 Bedroom,3940.0,5.0,265.0,4,672.5888324873097
Thanisandra,3 BHK,1241.0,2.0,65.0,3,523.7711522965351
7th Phase JP Nagar,3 BHK,2980.0,4.0,260.0,3,872.48322147651
7th Block Koramangala,6 Bedroom,600.0,5.0,130.0,6,2166.6666666666665
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,57.0,2,522.9357798165138
Byrasandra,3 BHK,1390.0,2.0,50.0,3,359.71223021582733
Sampangi Rama Nagar,8 Bedroom,600.0,4.0,175.0,8,2916.6666666666665
Jakkur Plantation,3 BHK,2750.0,5.0,275.0,3,1000.0
Kanakpura Road,3 BHK,1100.0,2.0,52.97,3,481.54545454545456
Koramangala,2 BHK,1350.0,2.0,103.0,2,762.9629629629629
Prakash Nagar,2 BHK,800.0,2.0,55.0,2,687.5
Sarjapur  Road,3 BHK,1787.0,3.0,116.0,3,649.1326245103526
BTM Layout,3 BHK,2400.0,3.0,220.0,3,916.6666666666666
Haralur Road,4 BHK,3700.0,4.0,325.0,4,878.3783783783783
Sarjapur  Road,3 BHK,1691.0,3.0,93.01,3,550.0295683027795
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,523.8319962246343
Chikka Tirupathi,3 Bedroom,2325.0,3.0,95.0,3,408.60215053763443
Thyagaraja Nagar,5 Bedroom,570.0,5.0,80.0,5,1403.5087719298247
Akshaya Nagar,3 BHK,1896.0,3.0,102.0,3,537.9746835443038
Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3,315.0
Cambridge Layout,2 BHK,1244.0,2.0,95.0,2,763.6655948553055
Hormavu,3 BHK,1365.0,2.0,65.0,3,476.1904761904762
Thanisandra,1 BHK,580.0,1.0,27.5,1,474.13793103448273
Hebbal,3 BHK,1355.0,3.0,83.87,3,618.9667896678967
Bharat Nagar,3 Bedroom,1500.0,4.0,180.0,3,1200.0
8th Phase JP Nagar,2 BHK,1513.0,2.0,62.0,2,409.78189028420354
Banashankari,2 BHK,1175.0,2.0,41.13,2,350.0425531914894
Thanisandra,3 BHK,2087.0,4.0,139.0,3,666.0277910876857
Talaghattapura,3 BHK,2273.0,3.0,145.0,3,637.9234491860976
Thanisandra,3 BHK,2050.0,3.0,150.0,3,731.7073170731708
Garebhavipalya,2 Bedroom,1200.0,2.0,75.0,2,625.0
Whitefield,2 BHK,1190.0,2.0,59.0,2,495.79831932773106
Kodigehalli,4 BHK,600.0,3.0,85.0,4,1416.6666666666667
Marathahalli,2 BHK,1019.0,2.0,49.86,2,489.3032384690873
Thigalarapalya,3 BHK,1830.0,3.0,133.0,3,726.775956284153
Channasandra,7 Bedroom,4278.0,7.0,299.0,7,698.9247311827957
Sarjapur  Road,2 BHK,1028.0,2.0,56.0,2,544.7470817120623
Old Madras Road,2 BHK,1300.0,2.0,100.0,2,769.2307692307693
Whitefield,2 BHK,1160.0,2.0,67.0,2,577.5862068965517
Mahadevpura,3 BHK,1505.0,3.0,78.0,3,518.2724252491695
Kogilu,2 BHK,1250.0,2.0,55.55,2,444.4
Ramchandrapuram,1 Bedroom,400.0,2.0,50.0,1,1250.0
Sarjapur,2 BHK,1175.0,2.0,41.68,2,354.72340425531917
Janatha Colony,2 BHK,1100.0,2.0,57.6,2,523.6363636363636
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,120.0,3,555.812876331635
Devanahalli,2 BHK,1230.0,2.0,56.45,2,458.9430894308943
Gkvk Layout,3 Bedroom,1200.0,4.0,180.0,3,1500.0
Channasandra Layout,5 Bedroom,3100.0,6.0,165.0,5,532.258064516129
Old Madras Road,5 BHK,5020.0,7.0,287.0,5,571.7131474103586
Hegganahalli,1 Bedroom,1200.0,1.0,48.0,1,400.0
Dodsworth Layout,2 BHK,1340.0,2.0,71.0,2,529.8507462686567
Banashankari,3 BHK,1750.0,2.0,89.0,3,508.57142857142856
Banashankari Stage II,2 BHK,1400.0,2.0,100.0,2,714.2857142857143
Nagarbhavi,3 BHK,1350.0,3.0,60.0,3,444.44444444444446
RMV Extension,3 BHK,1675.0,3.0,62.0,3,370.14925373134326
Thanisandra,2 BHK,1340.0,2.0,66.33,2,495.0
Malleshwaram,2 Bedroom,600.0,1.0,68.0,2,1133.3333333333333
Hulimavu,2 BHK,1276.0,2.0,76.0,2,595.6112852664577
Ramagondanahalli,3 BHK,1738.0,2.0,76.0,3,437.28423475258916
"Hoodi Circle, ",2 BHK,1190.0,2.0,59.9,2,503.3613445378151
Electronic City,2 BHK,1128.0,2.0,65.45,2,580.2304964539007
Veersandra,2 BHK,1250.0,2.0,55.0,2,440.0
ITI Layout,2 BHK,1450.0,2.0,90.0,2,620.6896551724138
Kudlu,2 BHK,1084.0,2.0,53.0,2,488.929889298893
Kaggadasapura,4 BHK,2150.0,4.0,90.0,4,418.6046511627907
Koramangala,4 Bedroom,6000.0,4.0,625.0,4,1041.6666666666667
Nagarbhavi,4 Bedroom,600.0,3.0,77.0,4,1283.3333333333333
Hosur Road,2 BHK,1250.0,2.0,65.0,2,520.0
Seegehalli,3 Bedroom,2400.0,4.0,240.0,3,1000.0
Begur,3 BHK,1304.0,3.0,65.0,3,498.46625766871165
Rajaji Nagar,3 BHK,1640.0,3.0,268.0,3,1634.1463414634147
7th Phase JP Nagar,2 BHK,980.0,2.0,77.44,2,790.204081632653
Ramanashree Enclave,2 BHK,1275.0,2.0,49.5,2,388.2352941176471
"Yelahanka,MVIT college",1 Bedroom,10030.0,1.0,150.0,1,149.55134596211366
Banjara Layout,3 Bedroom,2500.0,4.0,140.0,3,560.0
Bidadi,4 Bedroom,3600.0,4.0,225.0,4,625.0
Anekal,3 Bedroom,2400.0,4.0,95.0,3,395.8333333333333
Chikku Lakshmaiah Layout,3 BHK,2300.0,3.0,280.0,3,1217.391304347826
Kanakpura Road,3 BHK,1450.0,2.0,70.18,3,484.00000000000006
Electronic City,2 BHK,890.0,2.0,40.0,2,449.438202247191
Bannerghatta Road,2 BHK,1340.0,2.0,85.0,2,634.3283582089553
Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3,681.8181818181819
Kengeri,2 BHK,750.0,2.0,40.0,2,533.3333333333334
Basaveshwara Nagar,4 Bedroom,700.0,4.0,125.0,4,1785.7142857142858
Akshaya Nagar,2 BHK,1300.0,2.0,66.0,2,507.6923076923077
HRBR Layout,2 BHK,1301.0,2.0,120.0,2,922.3674096848578
Gnana Bharathi,9 Bedroom,3200.0,8.0,130.0,9,406.25
Pillahalli,3 Bedroom,1900.0,2.0,92.0,3,484.2105263157895
Kanakpura Road,2 BHK,1299.0,2.0,105.0,2,808.3140877598153
Anugrah Layout,3 BHK,1250.0,3.0,40.0,3,320.0
Whitefield,4 Bedroom,1600.0,4.0,300.0,4,1875.0
Kalkere,2 BHK,925.0,2.0,55.0,2,594.5945945945946
Meenakunte,3 Bedroom,3900.0,3.0,250.0,3,641.025641025641
Uttarahalli,2 BHK,1107.0,2.0,45.0,2,406.5040650406504
Ramesh Nagar,2 Bedroom,1400.0,2.0,160.0,2,1142.857142857143
Electronics City Phase 1,2 BHK,1300.0,2.0,67.0,2,515.3846153846154
Yeshwanthpur,2 BHK,570.0,2.0,62.0,2,1087.719298245614
Hiremath Layout,3 BHK,1715.0,3.0,95.0,3,553.935860058309
Uttarahalli,2 BHK,1200.0,2.0,55.0,2,458.3333333333333
9th Block Jayanagar,6 Bedroom,1200.0,5.0,280.0,6,2333.3333333333335
Ashok Nagar,2 BHK,703.0,2.0,60.0,2,853.4850640113798
Talaghattapura,2 BHK,921.0,2.0,29.47,2,319.9782844733985
Marathahalli,2 BHK,1144.0,2.0,65.0,2,568.1818181818181
Kanakpura Road,1 BHK,525.0,1.0,26.01,1,495.4285714285715
Suddaguntepalya,3 BHK,1400.0,2.0,56.0,3,400.0
Balagere,1 BHK,661.0,1.0,33.0,1,499.24357034795764
Upkar Layout,6 Bedroom,1200.0,6.0,160.0,6,1333.3333333333333
Kengeri Satellite Town,5 BHK,1200.0,5.0,70.0,5,583.3333333333334
Yelahanka,3 BHK,1705.0,3.0,91.0,3,533.7243401759531
Anjana Nagar,5 Bedroom,1035.0,5.0,170.0,5,1642.512077294686
Kadugodi,3 BHK,1430.0,2.0,55.0,3,384.61538461538464
Marathahalli,2 BHK,1240.0,2.0,55.0,2,443.5483870967742
Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,458.8679245283019
Thanisandra,2 BHK,1230.0,2.0,44.0,2,357.7235772357724
Electronics City Phase 1,2 BHK,1000.0,2.0,28.0,2,280.0
Gollarahatti,4 Bedroom,740.0,2.0,24.5,4,331.0810810810811
Uttarahalli,3 BHK,1330.0,2.0,46.45,3,349.2481203007519
Sarjapur  Road,4 BHK,3005.0,5.0,275.0,4,915.1414309484193
Shivaji Nagar,3 BHK,1300.0,3.0,170.0,3,1307.6923076923076
Haralur Road,2 BHK,1243.0,2.0,46.0,2,370.07240547063554
Kengeri Satellite Town,4 Bedroom,936.0,2.0,60.84,4,650.0
Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3,666.6666666666666
Kodigehalli,3 Bedroom,1200.0,4.0,156.0,3,1300.0
Cox Town,2 BHK,1073.0,2.0,72.0,2,671.0158434296366
Kudlu,2 BHK,1300.0,2.0,56.0,2,430.7692307692308
Sarjapur,4 Bedroom,4201.0,4.0,435.0,4,1035.4677457748155
Electronic City,2 BHK,1065.0,2.0,30.75,2,288.7323943661972
Whitefield,2 BHK,1216.0,2.0,66.88,2,550.0
Jigani,3 BHK,1252.0,3.0,59.0,3,471.24600638977637
Hormavu,2 BHK,1196.0,2.0,44.8,2,374.5819397993311
Kudlu,2 BHK,1027.0,2.0,44.0,2,428.43232716650436
Padmanabhanagar,3 Bedroom,610.0,2.0,75.0,3,1229.5081967213114
Poornapragna Housing Society Layout,3 BHK,1270.0,2.0,57.15,3,450.0
Mico Layout,2 BHK,1171.0,2.0,39.0,2,333.04867634500425
Kothannur,3 BHK,1215.0,2.0,48.6,3,400.0
Venkateswara Nagar,1 Bedroom,600.0,1.0,20.0,1,333.3333333333333
Whitefield,2 BHK,1180.0,2.0,77.0,2,652.542372881356
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,288.87931034482756
Chikkagubbi,4 Bedroom,4382.0,4.0,400.0,4,912.8251939753537
Whitefield,3 BHK,2140.0,3.0,139.0,3,649.5327102803739
Yeshwanthpur,3 BHK,1500.0,3.0,100.0,3,666.6666666666666
Banaswadi,2 BHK,1008.0,2.0,52.0,2,515.8730158730159
Ambedkar Nagar,3 BHK,1921.0,4.0,129.0,3,671.5252472670484
Electronic City,2 BHK,1127.0,2.0,32.0,2,283.9396628216504
Rajaji Nagar,3 BHK,1621.0,3.0,124.0,3,764.9599012954966
Poornapragna Housing Society Layout,3 Bedroom,2400.0,3.0,360.0,3,1500.0
Banashankari 2 nd Stage,3 BHK,1030.0,2.0,77.25,3,750.0
Whitefield,2 BHK,1314.0,2.0,84.0,2,639.269406392694
Choodasandra,3 BHK,1220.0,3.0,56.0,3,459.0163934426229
Banashankari Stage VI,4 Bedroom,600.0,3.0,97.0,4,1616.6666666666667
JP Nagar,3 BHK,1590.0,2.0,85.0,3,534.5911949685535
Shivaji Nagar,2 BHK,703.0,2.0,49.5,2,704.1251778093883
Hosakerehalli,3 BHK,1795.0,3.0,64.62,3,360.0
Gottigere,4 Bedroom,3000.0,3.0,132.0,4,440.0
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,550.6257110352674
Electronic City,2 BHK,825.0,2.0,35.0,2,424.24242424242425
Yelahanka,4 BHK,4025.0,6.0,350.0,4,869.5652173913044
Vajarahalli,3 BHK,1254.0,2.0,70.0,3,558.2137161084529
Ramagondanahalli,3 BHK,2040.0,3.0,114.0,3,558.8235294117648
Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,695.2595936794582
Jalahalli,2 BHK,1478.0,2.0,125.0,2,845.7374830852503
Malleshwaram,3 BHK,2475.0,4.0,337.0,3,1361.6161616161617
Cambridge Layout,3 BHK,1669.0,3.0,298.0,3,1785.5002995805871
Nagappa Reddy Layout,3 BHK,1820.0,3.0,79.5,3,436.8131868131868
Horamavu Agara,3 BHK,1623.0,3.0,89.0,3,548.3672211953174
Haralur Road,2 BHK,1243.0,2.0,46.0,2,370.07240547063554
Electronic City,2 BHK,1200.0,2.0,40.5,2,337.5
Gottigere,3 BHK,1613.0,3.0,72.0,3,446.37321760694357
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,80.0,2,618.7161639597834
Hoskote,2 BHK,1065.0,2.0,28.5,2,267.6056338028169
Kudlu Gate,2 BHK,940.0,2.0,69.57,2,740.1063829787233
Sarjapur  Road,3 BHK,1181.0,2.0,65.0,3,550.381033022862
Malleshwaram,3 BHK,2215.0,3.0,275.0,3,1241.5349887133182
Marathahalli,1 BHK,1100.0,2.0,75.0,1,681.8181818181819
MLA Layout,2 BHK,1050.0,2.0,36.0,2,342.85714285714283
Subramanyapura,3 BHK,1260.0,2.0,75.0,3,595.2380952380952
Banashankari Stage II,5 BHK,2800.0,3.0,425.0,5,1517.857142857143
Dodda Banaswadi,3 BHK,1500.0,3.0,56.0,3,373.3333333333333
KR Puram,6 Bedroom,1200.0,6.0,132.0,6,1100.0
Esther Enclave Layout,2 Bedroom,1000.0,2.0,66.0,2,660.0
Whitefield,3 BHK,1530.0,3.0,73.0,3,477.12418300653593
HSR Layout,2 BHK,1140.0,2.0,46.0,2,403.50877192982455
Dodda Nekkundi Extension,3 BHK,1864.0,3.0,115.0,3,616.9527896995709
Sarjapur,3 BHK,1575.0,3.0,55.0,3,349.2063492063492
Attibele,3 Bedroom,1200.0,3.0,105.0,3,875.0
Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2,476.1904761904762
Sarjapur  Road,3 BHK,1691.0,3.0,100.0,3,591.3660555884093
KR Garden,2 Bedroom,1200.0,2.0,135.0,2,1125.0
Electronic City Phase II,3 BHK,1220.0,3.0,35.25,3,288.9344262295082
Kengeri,1 BHK,600.0,1.0,35.0,1,583.3333333333334
Whitefield,2 BHK,1160.0,2.0,39.0,2,336.2068965517241
Dodda Nekkundi Extension,3 BHK,1950.0,2.0,89.5,3,458.97435897435895
Vittasandra,3 BHK,1650.0,3.0,85.0,3,515.1515151515151
Annapurneshwari Nagar,4 Bedroom,2400.0,4.0,150.0,4,625.0
Abbigere,2 BHK,795.0,1.0,32.6,2,410.062893081761
Raghavendra Nagar,5 Bedroom,800.0,5.0,95.0,5,1187.5
TC Palaya,5 Bedroom,1400.0,5.0,97.0,5,692.8571428571429
Kalyan nagar,3 BHK,2285.0,4.0,165.0,3,722.1006564551423
Haralur Road,2 BHK,1243.0,2.0,46.0,2,370.07240547063554
Kammagondahalli,2 BHK,1263.0,2.0,51.5,2,407.7593032462391
Nanjappa Layout Vidyaranyapura,5 BHK,1200.0,4.0,115.0,5,958.3333333333334
Hennur,3 BHK,1345.0,2.0,69.0,3,513.0111524163568
D Group Employees Layout,5 Bedroom,4400.0,5.0,240.0,5,545.4545454545455
Electronic City,3 BHK,1360.0,2.0,58.0,3,426.47058823529414
Sarjapur  Road,2 BHK,1026.0,2.0,60.55,2,590.1559454191033
Alfa Garden Layout,2 BHK,1050.0,2.0,38.0,2,361.9047619047619
Uttarahalli,3 BHK,1460.0,3.0,76.0,3,520.5479452054794
Banagiri Nagar,3 BHK,1525.0,2.0,91.48,3,599.8688524590164
Kanakpura Road,3 BHK,1843.0,3.0,85.0,3,461.2045577862181
Ananth Nagar,2 BHK,1000.0,2.0,25.0,2,250.0
Koramangala,3 BHK,1642.0,2.0,115.0,3,700.3654080389769
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,550.0
Austin Town,2 BHK,975.0,2.0,60.0,2,615.3846153846154
Bisuvanahalli,3 BHK,1075.0,2.0,44.0,3,409.30232558139534
Panathur,2 BHK,1210.0,2.0,77.93,2,644.0495867768597
Rammana Layout,3 BHK,2000.0,3.0,100.0,3,500.0
Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2,555.1020408163265
Jakkur,2 BHK,1290.0,2.0,80.04,2,620.4651162790699
Remco Bhel Layout,2 BHK,1220.0,2.0,56.0,2,459.0163934426229
A Narayanapura,1 Bedroom,1500.0,2.0,85.0,1,566.6666666666666
Kaggadasapura,2 BHK,1361.0,2.0,79.0,2,580.4555473916238
Frazer Town,5 Bedroom,2801.25,4.0,462.0,5,1649.2637215528782
1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2,609.7560975609756
Yelahanka,2 BHK,870.0,2.0,27.0,2,310.3448275862069
Marasandra,4 Bedroom,5000.0,5.0,300.0,4,600.0
Rajaji Nagar,2 BHK,1222.0,2.0,98.0,2,801.9639934533551
Hebbal,2 BHK,1420.0,2.0,99.39,2,699.9295774647887
Bellandur,3 BHK,1846.0,3.0,135.0,3,731.3109425785482
Benson Town,2 Bedroom,1688.12,2.0,270.0,2,1599.4123640499492
Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,549.1002570694087
Ananth Nagar,2 BHK,902.0,2.0,25.0,2,277.1618625277162
Kannamangala,4 BHK,2422.0,4.0,135.0,4,557.3905862923204
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,500.0
Rajapura,2 BHK,1000.0,2.0,50.0,2,500.0
Kundalahalli,2 BHK,1260.0,2.0,58.0,2,460.3174603174603
Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,1500.0
Jigani,2 BHK,939.0,2.0,39.0,2,415.3354632587859
Konanakunte,9 Bedroom,1590.0,6.0,150.0,9,943.3962264150944
Jalahalli,1 Bedroom,600.0,1.0,37.0,1,616.6666666666666
8th Phase JP Nagar,2 BHK,1298.0,2.0,59.0,2,454.54545454545456
Marathahalli,3 BHK,1710.0,3.0,135.0,3,789.4736842105264
Subramanyapura,2 BHK,1000.0,2.0,45.0,2,450.0
Ramagondanahalli,3 BHK,3350.0,3.0,150.0,3,447.76119402985074
Bagalakunte,2 Bedroom,1200.0,4.0,138.0,2,1150.0
RPC layout,2 BHK,1100.0,2.0,68.0,2,618.1818181818181
Jalahalli,1 BHK,615.0,1.0,46.0,1,747.9674796747968
Sarjapur  Road,2 BHK,1350.0,2.0,85.0,2,629.6296296296297
Sultan Palaya,4 Bedroom,5000.0,5.0,325.0,4,650.0
Cunningham Road,3 BHK,2700.0,3.0,501.0,3,1855.5555555555557
Vijaya Bank Layout,6 Bedroom,4000.0,6.0,460.0,6,1150.0
Hegde Nagar,3 BHK,1718.0,3.0,130.0,3,756.6938300349243
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3,666.6666666666666
Hulimavu,2 Bedroom,1500.0,2.0,90.0,2,600.0
Sarjapur  Road,3 BHK,1157.0,2.0,72.0,3,622.2990492653414
Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2,432.56997455470736
Hulimavu,2 BHK,1315.0,2.0,60.48,2,459.9239543726236
Phase 1 Kammasandra,2 BHK,1105.0,2.0,28.18,2,255.02262443438914
Banashankari,3 BHK,1800.0,3.0,175.0,3,972.2222222222222
Jalahalli East,2 BHK,1010.0,2.0,52.0,2,514.8514851485148
Electronic City,1 BHK,630.0,1.0,46.0,1,730.1587301587301
Anekal,2 Bedroom,1200.0,2.0,36.1,2,300.8333333333333
Kaval Byrasandra,2 BHK,1025.0,2.0,60.0,2,585.3658536585366
Hennur Road,2 BHK,1195.0,2.0,59.0,2,493.72384937238496
Whitefield,2 BHK,1012.0,2.0,58.0,2,573.1225296442688
Hegde Nagar,3 BHK,1884.0,4.0,118.0,3,626.3269639065818
Sarjapura - Attibele Road,2 BHK,1090.0,2.0,37.0,2,339.44954128440367
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,599.9230769230769
Amblipura,4 BHK,2950.0,4.0,250.0,4,847.457627118644
Harlur,3 BHK,1710.0,3.0,85.0,3,497.07602339181284
Uttarahalli,3 BHK,1500.0,3.0,68.0,3,453.3333333333333
Kodichikkanahalli,3 BHK,1310.0,2.0,53.0,3,404.58015267175574
Dommasandra,2 BHK,674.0,1.0,19.9,2,295.25222551928783
Hoodi,3 BHK,1350.0,3.0,70.0,3,518.5185185185185
Hennur Gardens,3 BHK,1464.0,2.0,115.0,3,785.5191256830601
Marsur,3 BHK,715.0,2.0,29.0,3,405.5944055944056
Electronic City,3 BHK,1400.0,2.0,40.45,3,288.92857142857144
Electronic City Phase II,3 BHK,1625.0,2.0,48.75,3,300.0
Electronic City,2 BHK,1065.0,2.0,30.76,2,288.8262910798122
Kumaraswami Layout,6 Bedroom,510.0,4.0,70.0,6,1372.549019607843
HMT Layout,3 BHK,1385.0,3.0,90.0,3,649.8194945848376
CV Raman Nagar,2 BHK,1040.0,2.0,50.0,2,480.7692307692308
Haralur Road,3 BHK,1817.0,3.0,110.0,3,605.3935057787562
Volagerekallahalli,2 BHK,1205.0,2.0,47.0,2,390.0414937759336
Volagerekallahalli,2 BHK,1070.0,2.0,33.43,2,312.4299065420561
Kodathi,2 BHK,1070.0,2.0,52.0,2,485.98130841121497
Amruthahalli,2 BHK,1340.0,2.0,75.0,2,559.7014925373135
Kalena Agrahara,2 BHK,980.0,2.0,35.0,2,357.14285714285717
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,437.37574552683895
Thanisandra,2 BHK,1098.0,2.0,71.0,2,646.6302367941712
Mico Layout,2 BHK,1200.0,2.0,53.5,2,445.8333333333333
Thigalarapalya,4 BHK,4190.0,4.0,325.0,4,775.6563245823389
Sarjapur  Road,2 BHK,1019.0,2.0,62.0,2,608.4396467124632
Whitefield,2 BHK,1150.0,2.0,40.21,2,349.6521739130435
Anekal,3 Bedroom,1733.5,3.0,120.0,3,692.2411306605134
Yeshwanthpur Industrial Suburb,2 BHK,1415.0,2.0,120.0,2,848.0565371024735
"Electronic city Phase 1, ",3 BHK,1750.0,3.0,58.0,3,331.42857142857144
Raja Rajeshwari Nagara,3 BHK,1537.0,3.0,81.0,3,527.0006506180872
Chennappa Layout,2 BHK,1050.0,2.0,45.0,2,428.57142857142856
Kanakpura Road,3 BHK,1452.0,3.0,55.6,3,382.92011019283746
Domlur,2 BHK,1246.0,2.0,95.0,2,762.4398073836276
Yelahanka,3 BHK,1890.0,4.0,85.0,3,449.7354497354497
Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,411.52263374485597
5th Block Jayanagar,4 Bedroom,10624.0,4.0,2340.0,4,2202.5602409638554
Brookefield,4 Bedroom,1500.0,5.0,160.0,4,1066.6666666666667
Electronic City,1 BHK,630.0,1.0,33.7,1,534.9206349206349
Kothanur,8 Bedroom,1050.0,5.0,80.0,8,761.9047619047619
Shingapura,3 BHK,1255.0,2.0,60.0,3,478.0876494023904
Ramamurthy Nagar,4 Bedroom,1900.0,4.0,185.0,4,973.6842105263158
Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3,581.9672131147541
Kanakpura Road,3 BHK,1938.0,3.0,92.69,3,478.2765737874097
Bannerghatta Road,3 BHK,1711.0,3.0,125.0,3,730.5669199298655
Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,2000.0
CV Raman Nagar,2 BHK,1392.0,2.0,95.0,2,682.471264367816
Haralur Road,2 BHK,1225.0,2.0,77.0,2,628.5714285714286
